wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q111362310,Tiago Amaral Sarmento,Tiago Amaral Sarmento,male,,,,,Q109733780,Minister of Justice,2022-03-22,Q111362310-1BD03742-C813-4E32-8E39-2134EC2D6104
Q15783985,Armindo Maia,Armindo Maia,male,2000-01-01,7,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733874,"Minister of Education, Youth and Sports",2020-06-24,Q15783985-58116CC8-05F2-47FD-9F33-FF735D81F574
Q15906407,Francisco Martins da Costa Pereira Jerónimo,Francisco Martins da Costa Pereira Jerónimo,male,1963-04-18,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733853,Minister of Parliamentary Affairs and Social Communication,2020-05-29,Q15906407-292325A1-328F-477C-8453-B98241CD0E12
Q15907034,Joaquim Amaral,Joaquim Amaral,male,1968-06-17,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733849,Coordinating Minister of Economic Affairs,2020-06-24,Q15907034-A65C41C3-82E6-4274-8503-1F763E825DA3
Q18060946,Filomeno da Paixão de Jesus,Filomeno da Paixão de Jesus,male,1953-03-27,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733860,Minister of Defense,2018-07-09,Q18060946-D60ECADE-0499-456F-9D88-35BF8E047C0F
Q23925296,Víctor da Conceição Soares,Víctor da Conceição Soares,male,2000-01-01,7,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733721,Minister of Petroleum and Minerals,2020-06-24,Q23925296-83A92F08-910A-49E4-990E-AD89B1369925
Q28465884,Fidelis Manuel Leite Magalhães,Fidelis Leite Magalhães,male,1980-01-01,9,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733866,"Minister of the Presidency of the Council of Ministers,",2020-05-29,Q28465884-2F8E6B9D-FD78-4C6B-87FF-B20320753449
Q33638236,Armanda Berta dos Santos,Armanda Berta dos Santos,female,1974-10-11,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733821,Vice Prime Minister,2020-05-29,Q33638236-36ACF5F7-0443-460C-B362-DF5D918BD88E
Q33638236,Armanda Berta dos Santos,Armanda Berta dos Santos,female,1974-10-11,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733877,Minister of Social Solidarity and Inclusion,2018-06-22,Q33638236-C1F179FE-1F6E-4751-9B42-2C31D366640E
Q348268,Adaljiza Albertina Xavier Reis Magno,Adaljíza Magno,female,1975-01-07,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733888,Minister of Foreign Affairs and Cooperation,2020-06-24,Q348268-7B35C270-C1B5-47BC-9370-99CC0698F007
Q35711045,Abel Pires,Abel Pires,male,1976-05-24,11,,,Q109733748,Minister of Public Works,2022-03-22,Q35711045-E4D4E279-6940-4073-AAA5-602E89555FC8
Q38956129,"Júlio Sarmento da Costa ""Meta Mali""",Júlio Sarmento da Costa,male,1959-01-01,9,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733799,Minister for the Affairs of National Liberation Combatants,2020-05-29,Q38956129-79863193-DF64-4202-9F20-E3CD74016894
Q39756636,José Maria dos Reis,José Reis,male,1956-02-05,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733824,Minister of Planning and Territory,2020-06-24,Q39756636-0953013B-C64A-4651-BCF1-040FAC3F31EA
Q39756636,José Maria dos Reis,José Reis,male,1956-02-05,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733821,Vice Prime Minister,2020-06-24,Q39756636-9A7641C4-57D6-4BB5-96F7-D8C757CFAED3
Q40021435,Rui Augusto Gomes,Rui Augusto Gomes,male,1958-09-21,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733753,Minister of Finance,2020-11-23,Q40021435-1D3880E5-663F-4FF4-A94A-AB41FC86DD49
Q47008307,José Agustinho da Silva,José Agustinho da Silva,male,2000-01-01,7,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733841,Minister of Transport and Communications,2018-06-22,Q47008307-7CA0BDA8-7E2B-4851-9286-41796E368A1E
Q55452850,Longuinhos dos Santos,Longuinhos dos Santos,male,1950-01-01,7,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733787,"Minister of Higher Education, Science and Culture",2018-06-22,Q55452850-DA3FB7AF-1A05-407E-9661-D1A6B5A37E84
Q57519,Taur Matan Ruak,Taur Matan Ruak,male,1956-10-10,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q978708,Prime Minister,2018-06-22,Q57519-22dad005-4e86-252a-94c0-0bde7ff0d374
Q57519,Taur Matan Ruak,Taur Matan Ruak,male,1956-10-10,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733730,Minister of the Interior,2018-06-22,Q57519-41A76498-7470-4459-A0FA-C27B902F02FE
Q62390953,Miguel Pereira de Carvalho,Miguel Pereira de Carvalho,male,1950-01-01,7,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733777,Minister of State Administration,2020-05-29,Q62390953-EC309669-0B93-461A-9259-556F94096C2F
Q64821688,Odete Maria Freitas Belo,Odete Maria Belo,female,1973-10-10,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q95148659,Minister of Health,2020-05-29,Q64821688-C1BBF76A-C802-4E1D-A83C-794EA9D33988
Q95691949,Pedro dos Reis,Pedro dos Reis,male,2000-01-01,7,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733763,Minister of Agriculture and Fisheries,2020-06-24,Q95691949-D85FC15B-2D17-4584-8230-2264F4F04F93
Q96098101,José Lucas do Carmo da Silva,José Lucas da Silva,male,1970-03-02,11,http://timor-leste.gov.tl/?p=13&lang=en,2021-11-25,Q109733832,"Minister of Tourism, Trade and Industry",2020-06-24,Q96098101-A3F0721A-DCA3-4B3D-BC66-980C54FF212B
